,Record_ID,Created_Date,Qualified_Date,Closed_Date,Revenue,Region,Segment,Opportunity_Source,Outbound,CreateDiff,QualDiff
89,a734U000000tKXGQA2,2021-12-06,2022-02-02,2022-01-05,169.0,North America,Mid,Trial,False,30,-28
90,a734U000000tKVFQA2,2021-12-06,2021-12-09,2022-01-05,169.0,Europe,SMB,Trial,False,30,27
91,a734U000000tEQYQA2,2021-11-20,2021-12-08,2022-01-05,149.0,Latin America,Mid,Trial,False,46,28
92,a734U000000tKJEQA2,2021-12-06,2022-01-21,2022-01-05,149.0,Europe,Enterprise,BDR,True,30,-16
93,a734U000000tUMcQAM,2021-12-14,2021-12-14,2022-01-05,149.0,North America,SMB,BDR,True,22,22
94,a734U000000tKIGQA2,2021-12-06,2022-01-04,2022-01-05,99.0,Africa,Mid,Trial,False,30,1
95,a734U000000tKZlQAM,2021-12-06,2022-01-05,2022-01-05,99.0,North America,Agency,Trial,False,30,0
96,a734U000000tJFLQA2,2021-12-02,2022-01-05,2022-01-05,99.0,North America,Mid,Trial,False,34,0
97,a734U000000tKYYQA2,2021-12-06,2022-01-20,2022-01-05,89.0,North America,SMB,Trial,False,30,-15
98,a734U000000tJhUQAU,2021-12-03,2022-01-04,2022-01-05,89.0,North America,SMB,Trial,False,33,1
99,a734U000000tTshQAE,2021-12-03,2021-12-08,2022-01-05,84.15,North America,SMB,Lead,False,33,28
100,a734U000000t9S0QAI,2021-11-08,2021-11-18,2022-01-06,996.44,North America,Mid,Trial,False,59,49
101,a734U000000tUJ4QAM,2021-12-07,2021-12-10,2022-01-06,451.5,North America,Mid,Lead,False,30,27
102,a734U000000tKzZQAU,2021-12-07,2022-01-19,2022-01-06,447.0,North America,SMB,Trial,False,30,-13
103,a734U00000110eWQAQ,2021-02-01,2021-02-24,2022-01-06,418.0,North America,SMB,Lead,False,339,316
104,a734U000000tV5hQAE,2021-12-08,2021-12-13,2022-01-06,399.0,Europe,Agency,Lead,False,29,24
105,a734U000000tUiEQAU,2021-12-21,2022-01-05,2022-01-06,298.0,Europe,Mid,Self-Gen,True,16,1
106,a734U000000tKixQAE,2021-12-07,2022-01-20,2022-01-06,279.0,North America,Agency,Trial,False,30,-14
107,a734U000000tKywQAE,2021-12-07,2021-12-15,2022-01-06,249.0,North America,SMB,Trial,False,30,22
108,a734U000000tL1kQAE,2021-12-07,2022-01-20,2022-01-06,169.0,North America,SMB,Trial,False,30,-14
109,a734U000000tKsOQAU,2021-12-07,2021-12-07,2022-01-06,169.0,Europe,SMB,Trial,False,30,30
110,a734U000000sephQAA,2021-08-24,2021-10-08,2022-01-06,169.0,North America,Mid,Trial,False,135,90
111,a734U000000tIXiQAM,2021-12-01,2022-01-04,2022-01-06,169.0,Europe,SMB,Trial,False,36,2
112,a734U000000tL6fQAE,2021-12-07,2021-12-07,2022-01-06,151.3,North America,SMB,Trial,False,30,30
113,a734U000000tKhpQAE,2021-12-07,2021-12-07,2022-01-06,149.0,North America,Mid,Trial,False,30,30
114,a734U000000tU0qQAE,2022-01-04,2022-01-05,2022-01-06,149.0,Europe,SMB,Trial,False,2,1
115,a734U000000tLUNQA2,2021-08-11,2021-08-17,2022-01-06,149.0,Europe,SMB,Lead,False,148,142
116,a734U000000tUDpQAM,2022-01-04,2022-01-04,2022-01-06,135.0,North America,SMB,Lead,False,2,2
117,a734U000000tL79QAE,2021-12-07,2022-01-24,2022-01-06,99.0,North America,SMB,Trial,False,30,-18
118,a734U000000tHYaQAM,2021-11-29,2022-01-04,2022-01-06,99.0,North America,Mid,Trial,False,38,2
119,a734U000000tKx9QAE,2021-12-07,2022-01-05,2022-01-06,99.0,Europe,SMB,Trial,False,30,1
120,a734U000000tJAQQA2,2021-12-02,2022-01-31,2022-01-06,99.0,North America,SMB,Trial,False,35,-25
121,a734U000000tL6uQAE,2021-12-07,2021-12-28,2022-01-06,99.0,North America,SMB,Trial,False,30,9
122,a734U000000tL0XQAU,2021-12-07,2021-12-07,2022-01-06,99.0,North America,Agency,Trial,False,30,30
123,a734U000001662EQAQ,2021-05-14,2021-06-02,2022-01-06,99.0,North America,Mid,Trial,False,237,218
124,a734U000000tL24QAE,2021-12-07,2021-12-10,2022-01-06,89.0,North America,SMB,Trial,False,30,27
125,a734U000000tKeRQAU,2021-12-07,2021-12-29,2022-01-06,89.0,North America,SMB,Trial,False,30,8
126,a734U000000tLorQAE,2021-12-09,2021-12-20,2022-01-06,89.0,Asia,Agency,Trial,False,28,17
127,a734U000000tVp6QAE,2021-09-07,2021-09-08,2022-01-07,7164.68,North America,Mid,Lead,False,122,121
128,a734U000000tVm7QAE,2022-01-07,2022-01-07,2022-01-07,1419.0,North America,Mid,Trial,False,0,0
129,a734U000000t7mrQAA,2021-11-03,2021-11-11,2022-01-07,800.0,North America,Mid,Trial,False,65,57
130,a734U000000tLdyQAE,2021-12-08,2021-12-16,2022-01-07,701.0,North America,SMB,Trial,False,30,22
131,a734U000000tMTVQA2,2021-12-13,2021-12-16,2022-01-07,610.89,North America,Agency,Lead,False,25,22
132,a734U000000tSlzQAE,2021-12-30,2022-01-05,2022-01-07,399.0,North America,Agency,Trial,False,8,2
133,a734U000000tLY5QAM,2021-12-08,2022-01-27,2022-01-07,249.0,North America,Mid,Trial,False,30,-20
134,a734U000000tLVaQAM,2021-12-08,2021-12-09,2022-01-07,198.0,Europe,Agency,Trial,False,30,29
135,a734U000000tPeMQAU,2021-12-20,2021-12-21,2022-01-07,179.0,North America,Agency,Trial,False,18,17
136,a734U000000tLdFQAU,2021-12-08,2021-12-20,2022-01-07,169.0,North America,Mid,Trial,False,30,18
137,a734U000000tLMxQAM,2021-12-08,2022-01-05,2022-01-07,169.0,Europe,SMB,Trial,False,30,2
138,a734U000000tLWJQA2,2021-12-03,2021-12-10,2022-01-07,169.0,North America,Agency,Lead,False,35,28
139,a734U000000sw9KQAQ,2021-09-02,2021-09-02,2022-01-07,169.0,North America,SMB,Lead,False,127,127
140,a734U000000tLewQAE,2021-12-08,2021-12-09,2022-01-07,169.0,North America,Agency,Trial,False,30,29
141,a734U000000tLYyQAM,2021-12-08,2022-01-06,2022-01-07,169.0,North America,SMB,Trial,False,30,1
142,a734U000000tLQfQAM,2021-12-08,2021-12-16,2022-01-07,169.0,Europe,SMB,Trial,False,30,22
143,a734U000000tLZrQAM,2021-12-08,2022-01-20,2022-01-07,169.0,North America,Agency,Trial,False,30,-13
144,a734U000000tKXuQAM,2021-12-06,2021-12-08,2022-01-07,149.0,North America,SMB,Trial,False,32,30
145,a734U000000tLROQA2,2021-12-08,2022-01-04,2022-01-07,149.0,Europe,Mid,Trial,False,30,3
146,a734U000000tLfaQAE,2021-12-08,2022-01-31,2022-01-07,149.0,North America,SMB,Trial,False,30,-24
147,a734U000000tLXbQAM,2021-12-08,2021-12-29,2022-01-07,135.19,North America,Mid,Trial,False,30,9
148,a734U000000tLZhQAM,2021-12-08,2021-12-15,2022-01-07,134.83,North America,SMB,Trial,False,30,23
149,a734U000000tLWOQA2,2021-12-08,2022-01-04,2022-01-07,99.0,North America,SMB,Trial,False,30,3
150,a734U000000tLBaQAM,2021-12-08,2022-01-24,2022-01-07,99.0,North America,SMB,Trial,False,30,-17
151,a734U000000tLMiQAM,2021-12-08,2022-01-05,2022-01-07,99.0,Middle East,SMB,Trial,False,30,2
152,a734U000000tK7rQAE,2021-12-05,2022-01-07,2022-01-07,99.0,North America,Agency,Trial,False,33,0
153,a734U000000tKU7QAM,2021-12-06,2022-01-28,2022-01-07,89.0,North America,SMB,Trial,False,32,-21
154,a734U000000t8slQAA,2021-11-06,2022-01-26,2022-01-08,169.0,Asia,SMB,Trial,False,63,-18
155,a734U000000tLkkQAE,2021-12-09,2021-12-15,2022-01-08,169.0,Asia,Agency,Trial,False,30,24
156,a734U000000tLDlQAM,2021-12-08,2021-12-21,2022-01-08,149.0,North America,SMB,Trial,False,31,18
157,a734U000000tF7cQAE,2021-11-22,2021-12-02,2022-01-08,149.0,North America,SMB,Trial,False,47,37
158,a734U000000tLtDQAU,2021-12-09,2022-01-07,2022-01-08,149.0,Europe,Mid,Trial,False,30,1
159,a734U000000tLupQAE,2021-12-09,2022-01-04,2022-01-08,134.09,North America,Mid,Trial,False,30,4
160,a734U000000tM0YQAU,2021-12-09,2022-01-28,2022-01-08,99.0,Europe,Agency,Trial,False,30,-20
161,a734U000000tM2KQAU,2021-12-09,2022-01-28,2022-01-08,99.0,North America,SMB,Trial,False,30,-20
162,a734U000000t8RLQAY,2021-11-02,2021-11-04,2022-01-08,84.15,North America,SMB,Lead,False,67,65
163,a734U000000tREQQA2,2021-12-09,2021-12-13,2022-01-09,784.01,Australia Pacific,Mid,Lead,False,31,27
164,a734U000000tMOuQAM,2021-11-16,2021-11-19,2022-01-09,338.0,North America,SMB,Lead,False,54,51
165,a734U000000tLbJQAU,2021-12-08,2022-01-06,2022-01-09,198.0,North America,SMB,Trial,False,32,3
166,a734U000000tMNIQA2,2021-12-10,2022-01-05,2022-01-09,178.0,North America,Agency,Trial,False,30,4
167,a734U000000tMDXQA2,2021-12-10,2022-01-31,2022-01-09,169.0,Europe,Agency,Trial,False,30,-22
168,a734U000000tMSrQAM,2021-12-10,2022-01-06,2022-01-09,169.0,North America,Agency,Trial,False,30,3
169,a734U000000tMU9QAM,2021-12-10,2021-12-14,2022-01-09,169.0,North America,SMB,Trial,False,30,26
170,a734U000000tM96QAE,2021-12-10,2022-01-05,2022-01-09,169.0,Latin America,Mid,Trial,False,30,4
171,a734U000000tMC0QAM,2021-12-10,2021-12-14,2022-01-09,99.0,Australia Pacific,SMB,Trial,False,30,26
172,a734U000000tJFfQAM,2021-12-02,2021-12-28,2022-01-09,99.0,North America,SMB,Trial,False,38,12
173,a734U000000tVjSQAU,2021-12-08,2021-12-14,2022-01-10,5175.89,North America,SMB,Lead,False,33,27
174,a734U000000tWhNQAU,2021-10-11,2021-10-13,2022-01-10,2500.0,North America,SMB,Lead,False,91,89
175,a734U000000tMRAQA2,2021-12-10,2021-12-29,2022-01-10,1048.0,North America,SMB,Trial,False,31,12
176,a734U000000tJZpQAM,2021-12-03,2021-12-29,2022-01-10,845.0,North America,Mid,Trial,False,38,12
177,a734U000000tPddQAE,2021-10-14,2021-10-14,2022-01-10,839.91,Australia Pacific,Mid,BDR,True,88,88
178,a734U000000tWgFQAU,2022-01-07,2022-01-10,2022-01-10,498.0,North America,Mid,Self-Gen,True,3,0
179,a734U000000tLycQAE,2021-12-09,2022-01-10,2022-01-10,338.0,North America,SMB,Trial,False,32,0
180,a734U000000tNluQAE,2021-12-14,2022-01-07,2022-01-10,298.0,North America,Enterprise,Trial,False,27,3
181,a734U000000tDRGQA2,2021-11-18,2022-01-10,2022-01-10,297.0,Europe,SMB,Trial,False,53,0
182,a734U000000tENoQAM,2021-11-20,2022-01-11,2022-01-10,279.0,Europe,SMB,Trial,False,51,-1
183,a734U000000tM5JQAU,2021-12-03,2021-12-09,2022-01-10,279.0,North America,Mid,Lead,False,38,32
184,a734U000000tVJtQAM,2022-01-03,2022-01-04,2022-01-10,276.0,North America,SMB,Lead,False,7,6
185,a734U000000tMTQQA2,2021-12-10,2021-12-15,2022-01-10,275.0,North America,SMB,Trial,False,31,26
186,a734U000000tMSXQA2,2021-12-10,2022-01-31,2022-01-10,198.0,North America,SMB,Trial,False,31,-21
187,a734U000000tMOkQAM,2021-12-10,2022-01-10,2022-01-10,178.0,North America,SMB,Trial,False,31,0
188,a734U000000t5RNQAY,2021-10-28,2021-11-03,2022-01-10,169.0,North America,SMB,Trial,False,74,68
189,a734U000000tMHKQA2,2021-12-10,2021-12-15,2022-01-10,169.0,Asia,Agency,Trial,False,31,26
190,a734U000000tIl6QAE,2021-12-01,2021-12-02,2022-01-10,169.0,North America,Mid,Trial,False,40,39
191,a734U000000sw4yQAA,2021-10-05,2022-01-13,2022-01-10,169.0,North America,SMB,Trial,False,97,-3
192,a734U000000tM4zQAE,2021-12-09,2022-01-26,2022-01-10,149.0,Asia,SMB,Trial,False,32,-16
193,a734U000000tM6MQAU,2021-12-09,2022-01-11,2022-01-10,149.0,North America,Enterprise,Trial,False,32,-1
194,a734U000000tD4RQAU,2021-11-17,2022-01-31,2022-01-10,99.0,North America,SMB,Trial,False,54,-21
195,a734U000000tHS8QAM,2021-11-29,2022-01-10,2022-01-10,99.0,Europe,SMB,Trial,False,42,0
196,a734U000000tGOtQAM,2021-11-25,2022-01-20,2022-01-10,99.0,Middle East,SMB,Trial,False,46,-10
197,a734U000000tFBeQAM,2021-11-22,2022-01-10,2022-01-10,89.0,North America,Mid,Trial,False,49,0
198,a734U000000tVgJQAU,2022-01-05,2022-01-07,2022-01-10,79.2,North America,SMB,Lead,False,5,3
199,a734U000000tXKeQAM,2022-01-03,2022-01-03,2022-01-11,799.0,North America,SMB,Self-Gen,True,8,8
200,a734U000000tWlFQAU,2021-12-20,2021-12-22,2022-01-11,300.0,North America,Agency,Lead,False,22,20
201,a734U000000tVhvQAE,2022-01-04,2022-01-07,2022-01-11,298.0,North America,Agency,Lead,False,7,4
202,a734U000000tMpvQAE,2021-12-12,2022-01-31,2022-01-11,279.0,Middle East,Agency,Trial,False,30,-20
203,a734U000000tItyQAE,2021-12-02,2022-01-26,2022-01-11,169.0,Asia,Mid,Trial,False,40,-15
204,a734U000000t2OVQAY,2021-10-21,2022-01-26,2022-01-11,169.0,Asia,Mid,Trial,False,82,-15
205,a734U000000tI76QAE,2021-10-20,2021-10-29,2022-01-11,169.0,North America,Agency,Lead,False,83,74
206,a734U000000tMqUQAU,2021-12-12,2022-01-05,2022-01-11,169.0,Europe,SMB,Trial,False,30,6
207,a734U000000tF6ZQAU,2021-11-22,2021-12-20,2022-01-11,149.0,North America,SMB,Trial,False,50,22
208,a734U000000tKraQAE,2021-12-07,2022-01-11,2022-01-11,149.0,Europe,SMB,Trial,False,35,0
209,a734U000000tMUiQAM,2021-12-06,2021-12-08,2022-01-11,99.0,North America,SMB,Lead,False,36,34
210,a734U000000tLZcQAM,2022-01-11,2022-01-11,2022-01-11,99.0,North America,Enterprise,Trial,False,0,0
211,a734U000000tNbGQAU,2021-11-01,2021-11-10,2022-01-12,2599.01,Europe,Mid,Lead,False,72,63
212,a734U000000tLwHQAU,2021-12-09,2021-12-09,2022-01-12,2509.0,North America,SMB,Trial,False,34,34
213,a734U000000t5DGQAY,2021-10-28,2021-10-28,2022-01-12,1859.01,North America,SMB,Trial,False,76,76
214,a734U000000tU8GQAU,2021-12-06,2021-12-15,2022-01-12,1239.0,North America,Mid,Lead,False,37,28
215,a734U000000sj26QAA,2021-12-13,2021-12-13,2022-01-12,298.0,North America,Enterprise,Lead,False,30,30
216,a734U000000tNJRQA2,2021-12-13,2021-12-20,2022-01-12,298.0,North America,Agency,BDR,True,30,23
217,a734U000000tL4UQAU,2021-12-07,2022-01-12,2022-01-12,198.0,North America,SMB,Trial,False,36,0
218,a734U000000tJ8ZQAU,2021-12-02,2022-01-11,2022-01-12,198.0,Europe,SMB,Trial,False,41,1
219,a734U000000tNDEQA2,2021-12-13,2022-01-19,2022-01-12,194.0,North America,SMB,Trial,False,30,-7
220,a734U000000tXZeQAM,2022-01-12,2022-01-12,2022-01-12,174.0,Europe,SMB,Trial,False,0,0
221,a734U000000tMUYQA2,2021-12-10,2022-01-20,2022-01-12,169.0,North America,SMB,Trial,False,33,-8
222,a734U000000tN7pQAE,2021-12-13,2021-12-16,2022-01-12,169.0,Middle East,SMB,Trial,False,30,27
223,a734U000000tBbxQAE,2021-11-14,2021-12-28,2022-01-12,169.0,North America,Agency,Trial,False,59,15
224,a734U000000tNIiQAM,2021-12-13,2022-01-11,2022-01-12,149.0,North America,Agency,Trial,False,30,1
225,a734U000000tNCGQA2,2021-12-13,2022-01-14,2022-01-12,149.0,North America,Enterprise,Trial,False,30,-2
226,a734U000000tITMQA2,2021-11-10,2021-11-30,2022-01-12,149.0,Europe,SMB,Lead,False,63,43
227,a734U000000tNC6QAM,2021-12-13,2021-12-13,2022-01-12,149.0,North America,SMB,Trial,False,30,30
228,a734U000000tLcMQAU,2021-12-08,2021-12-10,2022-01-12,145.0,Latin America,SMB,Trial,False,35,33
229,a734U000000t0ByQAI,2021-10-15,2022-01-12,2022-01-12,129.0,Europe,SMB,Trial,False,89,0
230,a734U000000tNJWQA2,2021-12-13,2021-12-27,2022-01-12,99.0,North America,SMB,Trial,False,30,16
231,a734U000000tIJCQA2,2021-12-01,2022-01-12,2022-01-12,99.0,North America,SMB,Trial,False,42,0
232,a734U000000tNHBQA2,2021-12-13,2022-01-12,2022-01-12,99.0,North America,Enterprise,BDR,True,30,0
233,a734U000000tNDiQAM,2021-12-13,2022-01-04,2022-01-12,99.0,Europe,SMB,Trial,False,30,8
234,a734U000000tLomQAE,2021-12-09,2022-01-18,2022-01-12,89.0,Europe,SMB,Trial,False,34,-6
235,a734U000000tNC1QAM,2021-12-09,2021-12-10,2022-01-12,89.0,North America,SMB,BDR,True,34,33
236,a734U000000tYS5QAM,2021-11-16,2021-11-16,2022-01-13,3722.4,North America,Mid,Self-Gen,True,58,58
237,a734U0000014aTzQAI,2019-12-10,2019-12-10,2022-01-13,2882.94,North America,Enterprise,Self-Gen,True,765,765
238,a734U000000tIarQAE,2021-12-01,2022-01-13,2022-01-13,2794.92,Europe,Mid,Trial,False,43,0
239,a734U000000tL7YQAU,2021-08-23,2021-08-25,2022-01-13,849.0,North America,Agency,Trial,False,143,141
